activityID,heart_rate,hand temperature (°C),hand acceleration X ±16g,hand acceleration Y ±16g,hand acceleration Z ±16g,hand gyroscope X,hand gyroscope Y,hand gyroscope Z,hand magnetometer X,hand magnetometer Y,hand magnetometer Z,chest temperature (°C),chest acceleration X ±16g,chest acceleration Y ±16g,chest acceleration Z ±16g,chest gyroscope X,chest gyroscope Y,chest gyroscope Z,chest magnetometer X,chest magnetometer Y,chest magnetometer Z,ankle temperature (°C),ankle acceleration X ±16g,ankle acceleration Y ±16g,ankle acceleration Z ±16g,ankle gyroscope X,ankle gyroscope Y,ankle gyroscope Z,ankle magnetometer X,ankle magnetometer Y,ankle magnetometer Z,PeopleId
transient activities,94.0,33.9375,-7.88848,2.70081,5.10862,0.699422,-0.432856,-0.2628,44.7708,-1.63824,-13.4309,36.75,-0.261578,10.6837,0.661089,0.177438,-0.0604237,0.16373,19.28,-36.5327,14.1514,35.1875,5.26835,-2.86862,-1.64229,1.13723,0.312365,0.460876,-40.9752,0.470391,-1.14755,6
Nordic walking,113.0,30.6875,-1.2244,-4.13739,1.53672,1.10658,0.625557,-1.13161,-7.15034,30.651,-38.9806,33.875,-0.165481,6.22997,-0.832811,-0.121974,-0.028098,0.572495,-8.92554,-39.3313,-13.9479,31.8125,8.88862,-1.8406,-4.77589,0.94505,0.149585,0.0507956,-43.674,-12.5984,18.2891,8
transient activities,150.0,34.125,-7.59288,-5.52272,2.25423,0.0210413,-0.0636126,-0.0575259,28.3747,16.744,0.401434,38.0,-0.119246,9.73136,-0.882075,-0.0622752,0.00200016,-0.0353041,3.95813,-23.2031,17.3532,34.0625,9.29221,-0.444557,-4.00862,-0.0223371,0.00455871,0.0445264,-7.46956,33.1748,-0.925792,8
ascending stairs,129.0,32.3125,-12.7925,3.91373,0.681992,-1.31069,0.528137,-0.336577,38.4443,-16.245,-0.661154,36.9375,2.2302,10.7308,-7.85125,0.210495,1.92756,-0.343334,-13.7963,-32.0042,4.48742,34.9375,13.4137,10.9371,3.21785,4.54841,-1.14831,-3.52744,-29.6335,27.6627,26.3546,2
ironing,92.0,34.6875,-6.85031,-2.05496,8.79651,0.427844,0.392702,-1.07529,17.703,19.1409,-49.9846,37.75,-0.0300172,9.31137,-1.69223,0.234492,0.46963,-0.194818,-9.29198,-39.0665,-7.60671,34.5625,9.5418,0.763555,-3.35754,0.245087,-0.274199,0.167079,-39.731,-22.5103,-1.82568,8
ironing,91.0,34.375,-2.92032,6.77557,2.66761,-1.23394,0.021374,-0.054461,40.2894,-51.0933,-6.96005,37.6875,0.157068,8.99143,-4.35955,-0.16214,-0.117097,0.0687983,-13.2745,-33.8039,3.88002,35.125,9.70166,-0.467892,-1.45737,-0.00496484,-0.0875068,0.00668499,-36.3334,0.0689262,36.8838,2
vacuum cleaning,101.0,34.125,-9.25237,2.2181,5.08981,-0.53104,-0.652168,-0.451399,56.0332,-4.85837,-32.4628,37.25,-2.55838,6.91057,-7.11245,-0.00260208,-0.0522876,0.0466224,35.8233,-29.4271,34.9538,33.0625,9.17087,-1.12567,-4.19859,-0.0515932,-0.0295115,0.0291628,-63.8014,8.09285,14.6485,7
standing,103.0,33.125,2.44668,7.54922,4.78522,-0.454988,-0.0182911,0.00958141,17.2382,-56.262,-42.6277,34.75,0.556722,9.80219,-1.21855,-0.0251132,-0.0587168,0.00453674,30.1118,-59.3859,15.781,33.5,9.80039,-1.80626,-0.367541,0.0659994,-0.00133711,0.0187082,-44.132,37.48,-60.6862,1
ironing,90.0,35.3125,-3.91876,6.52504,7.69534,0.906178,-0.566551,-0.0897761,-16.8491,-19.7154,-45.4795,37.375,1.1589,9.4975,-1.43897,-0.0934141,-0.162554,0.159472,1.93747,-38.9632,-9.36222,34.4375,9.56653,0.223964,-2.3892,-0.09605,0.00681448,-0.130524,-45.0802,30.6406,31.5662,5
transient activities,90.0,33.5,-8.04813,3.52326,3.60244,0.00493105,-0.0146531,-0.00100636,25.2244,-28.5244,-24.7767,35.75,1.14483,9.66235,0.651167,2.63639e-05,0.00887757,-0.00862774,-11.5712,-30.2098,-10.3519,34.6875,9.3141,-0.260817,-3.27634,0.005784,0.00946689,-0.00655659,-20.3589,5.64448,50.1204,6
ascending stairs,103.0,34.75,-6.61497,2.6685,2.62612,0.222224,-0.118069,0.201543,48.9779,-5.62027,-64.3333,37.9375,0.035372,9.53446,-2.07898,0.274345,-0.408672,-0.0784503,37.323,-47.6381,7.85376,33.875,-0.303163,3.83057,-4.09497,2.84279,0.579708,3.58732,-60.4449,-34.7163,5.49088,5
transient activities,92.0,33.8125,-8.66844,2.56742,2.24932,-0.342565,-0.153081,-0.0969157,45.0657,7.89892,-4.06435,37.1875,0.0740843,9.76026,-2.07902,0.00414373,0.206433,-0.249105,4.18958,-28.5878,29.5257,34.6875,9.685,-1.33764,-1.87663,0.0758463,-0.0897833,-0.0104539,-62.1697,-32.2195,-14.2462,2
transient activities,135.0,32.9375,4.45071,7.79673,-3.92223,0.382852,0.324884,0.0900941,-9.74416,-48.4929,-16.0547,36.625,2.01716,9.61225,-0.765542,0.0928434,0.051177,0.152143,22.1069,-42.5511,-3.27933,34.9375,9.55479,-0.761292,-2.61474,-0.127365,-0.00669418,-0.20163,-28.6342,-9.73179,22.31,6
Nordic walking,122.0,33.0625,-1.29866,11.7907,4.83027,0.037079,-0.871333,2.24626,40.9111,-20.6759,-26.1684,38.3125,0.988155,7.05659,-0.543551,0.394628,0.73294,-0.0476919,14.589,-36.363,17.3609,32.5,15.035,1.86125,-2.49764,2.57187,-2.15933,5.7335,-41.4652,-14.8044,6.10188,7
lying,61.0,31.0,0.561568,4.56443,8.76974,-0.0186949,0.0274488,0.0242765,-5.51152,16.0483,-32.8586,33.8125,0.728288,2.07774,9.18688,0.0282563,-0.0243807,-0.0211928,35.144,3.68427,-32.498,30.8125,-0.917523,-8.65039,-4.91137,0.019431,0.00980952,-0.00494198,-12.8262,29.9482,-6.89784,7
sitting,79.0,33.8125,-0.29926,9.44778,2.5439,-0.0116252,-0.0903592,-0.0663363,-1.34375,-26.9163,-6.8013,37.3125,1.67492,9.18205,-3.28721,0.0227231,-0.0613229,0.0149496,-4.21927,-20.7143,5.75119,34.6875,9.65621,-1.79623,-1.48818,-0.0262105,-0.0852028,-0.000438965,-12.9458,-5.7482,22.1483,2
walking,123.0,31.0625,-9.03079,5.10191,1.08072,2.62626,-0.394931,-2.10146,36.8837,11.743,-29.1581,36.0,-1.67418,6.90693,-1.67548,0.138751,0.0432755,-0.0294315,13.7648,-26.5589,29.306,34.3125,25.581,-4.16866,-6.78987,3.18723,-1.09653,7.50726,-40.4543,-5.2885,2.20229,2
transient activities,94.0,33.8125,-21.0352,12.9031,-6.86138,1.21192,1.67017,9.21309,6.71769,-33.1145,-43.5307,37.25,0.604206,9.30624,-2.14538,-0.100073,0.499039,-0.150658,27.8612,-35.7551,5.97248,34.6875,10.3691,-2.31698,1.30081,-0.548217,0.531942,-1.73693,-23.7047,-3.07262,-1.50065,2
ironing,96.0,34.6875,-2.08194,-3.70019,7.21853,-0.115979,0.0189857,0.142223,9.84095,11.1235,-47.8203,37.75,1.11876,9.45078,-2.79478,-0.0850954,-0.000336044,-0.00791484,-7.53846,-41.708,-9.97659,34.5625,9.26824,0.236224,-3.66579,0.0416385,0.0396889,-0.0227213,-46.2769,-22.2875,6.66096,8
ironing,72.0,33.75,-2.9208,1.05794,8.19058,-0.169877,0.858096,0.517887,-0.136802,-10.0648,-53.5771,36.625,-0.816875,9.53397,-2.55907,-0.00450915,-0.126299,-0.186476,1.28971,-38.8186,-1.47131,32.8125,9.47999,-1.59741,-2.45596,-0.186267,0.0332053,0.18852,-32.4231,1.73333,47.8131,7
transient activities,109.0,32.9375,-12.2203,2.95534,4.31161,-0.953315,1.13024,-0.353417,31.8443,-36.4517,-30.7787,35.0,2.99329,13.0678,-1.57223,-0.232838,0.639044,0.330439,-1.92812,-30.5423,-32.5616,33.75,15.0245,10.4309,-5.79245,1.00882,-1.17986,-2.23492,-27.9216,46.9404,-1.01371,4
transient activities,120.0,34.6875,-2.23025,5.56209,7.56994,0.0755619,-0.0193351,-0.0336589,13.9227,-24.5754,-31.9955,38.25,0.726337,9.8056,-0.634672,-0.0920435,0.0399937,0.0541297,-4.27043,-32.2974,1.69608,34.4375,9.86016,-0.47141,-1.147,-0.0339137,0.01914,0.00445799,-22.5146,7.33645,19.9006,5
transient activities,110.0,33.125,-8.57552,4.65417,2.32064,-0.219138,0.0113689,-0.0356811,36.605,-37.3184,-19.1034,37.6875,1.02934,9.66244,0.610353,0.0220354,0.0841096,-0.102231,-1.93763,-34.9398,-20.1284,32.0625,9.43223,0.649397,-3.24218,-0.268166,-0.0536227,-0.056709,-53.1845,5.85772,47.4517,7
rope jumping,145.0,33.8125,0.0488492,6.07288,-9.60151,1.91074,0.314022,2.78278,7.61769,-47.9181,2.14794,36.4375,0.963993,3.39217,-2.31324,-0.269996,-0.256085,-0.268779,25.5744,-42.2924,-2.97467,34.0625,0.887281,-6.25663,2.8102,-2.21292,-2.01283,-4.0055,-44.1635,-20.4663,5.10613,5
ironing,75.0,33.9375,3.5208,1.39141,8.70931,-1.19682,-0.316962,-0.155143,-27.4635,-4.12594,-34.9228,36.875,-0.192039,9.59936,1.8275,-0.0720478,-0.0573115,0.0449066,-3.13274,-28.8389,-15.8002,32.875,9.60685,-1.3362,-1.99321,-0.125312,-0.103952,0.110195,-32.3176,7.77322,45.8209,7
transient activities,131.0,28.0,-2.50668,12.7728,-5.15937,-10.4939,0.139738,-0.447327,17.476,-35.8969,22.2648,33.25,0.30673,10.1079,-0.681977,-0.208152,-0.126529,0.255248,-15.3714,-40.1592,18.443,33.9375,8.02686,2.84238,-5.70135,-0.23912,-0.308277,0.148154,-40.9892,-13.992,27.6611,6
standing,90.0,34.4375,-9.34835,1.09573,2.552,0.033209,0.00040761,-0.0486155,39.5393,-12.039,-24.7744,37.5625,-0.650933,9.74221,0.46349,0.0332491,0.00513912,-0.0209325,-2.28502,-36.6273,2.4395,34.0625,6.89403,-7.13185,-1.56057,-0.0487738,-0.0185783,-0.000661278,-15.9722,28.2443,16.9209,8
vacuum cleaning,95.0,33.1875,-8.50276,6.60269,-0.34047,0.544784,-0.525543,-1.83957,32.3334,-28.1301,-13.5652,36.75,-3.54066,6.31354,-6.77981,-0.670686,-0.718283,0.275331,4.53297,-35.7367,15.7925,34.0625,8.57276,-0.594447,0.962984,-1.91947,-0.00532045,0.205654,-44.4737,-5.89513,17.2059,3
walking,125.0,31.8125,-10.8158,5.43469,-1.44882,-1.85644,2.2747,2.63309,29.3168,-11.9836,-11.6206,36.5,0.948862,8.0287,-7.12998,-0.614935,0.280653,-0.114282,1.4051,-20.8175,-3.47954,34.5625,12.9958,-4.37834,0.64593,-1.7056,0.293124,-1.30344,-25.0172,22.6176,20.0741,2
transient activities,113.0,34.375,-9.12967,2.60685,2.01135,0.754399,-0.288922,1.68533,28.8898,-0.803598,-32.6949,38.0,0.425047,9.01713,-0.443963,-0.228705,-0.4078,-0.125093,18.2316,-29.6533,8.88785,33.5,9.41201,-0.903782,-3.65724,-0.669454,-0.0648547,-0.517122,-22.5283,-3.96544,-14.5516,5
rope jumping,123.0,28.3125,-6.27972,4.03911,-26.1236,-2.33646,1.42852,5.8809,25.3537,-37.906,-8.84571,32.0,2.04245,7.77668,-4.90226,0.143854,0.131983,0.206551,-18.4271,-26.6673,24.282,30.1875,10.485,0.924173,-0.493234,0.44338,-0.482361,0.631989,-37.1276,-11.0657,29.9637,2
walking,105.0,33.0,-11.0592,2.98155,4.02101,-0.0345692,1.09825,-2.68212,29.7305,-23.561,-36.758,38.0,0.764208,11.0096,-0.754062,0.236747,-0.171498,0.0123801,14.722,-36.4639,-13.9406,32.3125,-3.49904,4.6583,-10.0371,1.01284,0.214613,-1.93194,-39.4837,-16.4394,9.08922,7
walking,121.0,31.375,-8.78769,-2.18676,0.878023,-4.81203,-0.685008,4.64894,20.3006,-38.7931,-27.0825,36.25,2.50104,4.79133,-0.702384,-0.0664324,-0.0838275,0.299536,-2.06258,-43.7249,9.18502,34.4375,8.47125,1.6847,0.909209,-0.941266,0.275099,-0.773027,-43.685,12.6532,22.4722,2
transient activities,142.0,27.9375,-10.3732,4.19823,0.678784,-1.0572,0.0566149,1.27759,38.1027,-0.532282,-5.41894,33.1875,2.39321,9.26247,-2.19027,-0.032835,-0.0615698,0.470473,-1.26886,-23.523,14.4985,33.875,9.52128,-1.06641,-2.42024,0.19081,-0.131318,-0.439071,-30.9796,-1.66826,10.2367,6
running,127.0,28.9375,5.68942,7.4075,0.292762,3.58949,-1.34561,-0.27541,36.6538,-42.8374,-6.36652,32.3125,2.74958,0.910382,-0.956314,-0.509605,-0.514768,1.25095,-9.42939,-46.51,22.9208,31.8125,31.0027,21.5614,9.19791,0.916109,-3.37297,6.40782,-41.3157,15.133,28.9158,2
transient activities,110.0,32.5,-9.27921,2.07821,2.16484,0.0318324,0.046422,-0.0170665,44.3928,-6.46218,-19.8312,37.1875,0.202628,9.65898,-0.295195,-0.0614517,0.0420616,0.00413597,12.4225,-40.1461,11.7271,32.0625,9.59362,-0.914046,-2.53621,0.00279867,0.0710754,0.0420654,-21.63,12.4346,17.3448,7
cycling,116.0,32.875,-3.83962,3.2219,11.7488,-0.557358,-0.583034,0.904993,51.891,-5.88383,-40.7158,38.0,4.37617,3.55936,-9.3379,-1.94605,-0.0390689,-0.129284,-5.30047,-17.4795,50.2513,32.25,22.3743,0.0739063,-12.4446,1.54114,-0.312881,-1.92368,-44.6245,-19.912,10.6353,7
vacuum cleaning,84.0,33.0625,-9.56085,6.04278,-0.238968,0.348957,-0.0315616,0.314619,40.5607,-19.604,-28.265,36.5625,-6.50235,4.81139,-7.60301,-0.319759,0.0670136,0.27785,30.7708,-31.0787,21.5903,34.0,9.79544,0.618184,0.311974,-0.0439549,0.185903,0.555837,-36.7842,-2.67438,3.31416,3
transient activities,116.0,32.375,-7.0501,5.68563,-4.0104,-0.0172892,0.0374461,-0.00797068,7.84966,-35.637,13.8839,35.0625,-0.160365,10.0406,0.277803,-0.0789201,0.00872742,0.0253546,-12.0571,-28.8991,-13.3239,33.1875,9.35573,2.64437,-1.05574,0.0142181,0.00384701,0.0257102,-23.8698,28.1604,29.5162,4
walking,111.0,30.3125,-10.2472,3.13154,4.53301,-1.03578,1.33223,-2.26483,37.8374,15.6081,-14.8338,35.3125,-0.578139,8.87569,0.428904,0.0368271,0.0748939,0.115094,21.0577,-23.9654,19.5915,33.125,15.7256,19.2895,-7.8083,0.514732,-0.607716,4.80286,-41.0001,-1.57237,4.24435,4
running,163.0,28.25,-11.9918,-13.9211,-3.0561,1.00845,3.69871,3.78354,2.06058,-26.7893,-21.5907,33.375,-1.49851,-1.75213,-1.37311,-0.340375,1.70664,-0.72235,8.84739,-25.1829,11.6173,33.875,9.99051,-11.3696,-1.07803,-2.72636,0.636597,-0.472631,-24.191,-24.2985,3.90435,6
transient activities,145.0,28.8125,6.95534,6.37762,-7.65169,-0.852858,-1.02898,-0.685022,-15.3843,-29.2057,-10.8314,32.3125,0.741859,7.44974,-3.76313,0.356615,-0.122775,-0.199494,21.7301,-31.2428,-0.733663,30.4375,9.67034,1.12767,-1.54477,0.243533,0.159099,-0.175467,-32.4836,19.936,-7.7437,2
descending stairs,138.0,32.4375,-3.63817,0.713019,7.18033,-0.347341,-0.188998,0.17761,5.48986,10.116,-45.9682,35.625,-1.48921,9.40621,0.488116,-0.516748,0.619676,0.430801,38.2829,-28.8224,-13.115,33.5,15.2401,2.0842,7.26625,1.31707,-0.724033,-1.77137,-32.9449,16.6916,-40.1419,4
rope jumping,164.0,30.8125,-14.8719,-19.8872,-10.8151,-4.69477,-0.0347192,-8.54435,45.1231,17.4445,-27.1955,34.125,-1.11783,-1.7823,-0.0883232,-0.131471,-0.0822008,-0.155666,19.7765,-41.3204,11.9259,31.6875,20.9694,9.52504,-11.0126,0.463498,1.18416,10.0375,23.2526,42.7612,14.9145,8
vacuum cleaning,95.0,34.75,-5.33294,-3.25021,3.78143,0.438164,-0.0162741,-0.153328,37.693,31.3805,-8.36752,38.25,3.15771,5.61302,-6.92723,0.278706,-0.110922,0.0200997,4.82333,-25.061,36.8283,34.75,9.49979,-0.130855,-0.728327,0.0173624,0.066555,0.118472,-15.3228,18.8315,23.0328,8
Nordic walking,141.0,32.1875,1.91052,4.97499,0.7447,1.56291,-0.240081,-1.75355,3.13018,-50.0279,-40.663,36.8125,-0.722803,7.20466,-1.73666,-0.0923956,-0.365149,0.26699,6.31791,-61.8052,-11.5505,34.0,16.5633,1.08211,-1.24226,1.22226,-1.1519,6.253,-63.8457,19.4067,7.60816,1
walking,98.0,32.0625,-12.9012,3.88769,1.91205,-0.506278,-0.618658,1.54458,41.3228,11.703,-9.17416,36.625,1.99236,12.7676,-1.89915,-0.382731,-0.493073,0.553866,2.49625,-33.592,14.1589,34.9375,10.7042,0.766247,-4.5805,3.0254,-0.984148,-1.47785,-44.7649,7.49876,4.22058,6
cycling,132.0,31.6875,-1.51564,6.7114,9.42416,0.047882,0.320082,-0.170129,58.3099,0.785169,-43.7562,36.3125,0.494134,5.42545,-8.09778,-0.0494543,-0.0288836,0.16206,17.689,-1.69758,57.8372,33.8125,4.5504,1.3101,-1.36687,0.589049,-0.388604,0.75929,-16.0424,-49.0855,-21.6112,1
transient activities,100.0,33.4375,-1.30704,7.12049,4.46103,3.04437,1.36922,0.618982,-13.9318,-25.4741,-62.1914,35.375,-0.6083,9.42456,-1.9354,-0.223091,0.628481,-0.36503,-2.67551,-60.2375,-15.7299,34.25,9.67751,-1.7264,-0.755193,0.147653,0.0491142,-0.287034,-60.4084,-5.78273,43.0834,1
Nordic walking,127.0,30.75,-1.06537,-1.05915,2.22149,1.67737,-0.366405,-1.13779,0.544025,31.977,-39.9228,33.875,0.601681,5.47608,-0.584137,-0.179425,0.0533648,0.312653,-5.71505,-40.4831,-12.3679,31.75,8.27919,-1.76834,-3.85644,0.768413,0.126052,0.210809,-42.6654,-11.3574,19.5677,8
ironing,82.0,34.75,-3.64679,-5.50997,7.12422,0.165098,0.166297,-0.181083,26.3246,-0.556551,-53.2946,38.0,1.94806,9.56772,-1.81211,-0.0269084,-0.124109,0.0306345,-22.2414,-33.9538,-0.111608,34.6875,9.70641,0.443354,-1.46297,0.0214232,0.0707972,0.00508806,-34.0212,-4.42728,-16.2934,8
transient activities,111.0,33.25,4.66195,9.36461,1.84875,0.216002,-0.356188,-1.07633,-49.2405,-50.1625,2.98644,34.9375,0.0484516,9.72558,-1.65344,-0.100717,-0.135074,0.175538,-16.552,-52.9583,-15.6855,33.6875,9.69837,-0.89591,-0.181289,0.0591365,0.000163204,-0.0135931,-58.9841,-12.8603,40.5207,1
standing,88.0,34.125,-8.57856,4.67173,0.0497829,-0.0687411,0.0575685,0.0864295,22.2597,-26.5423,1.49633,37.4375,0.926721,9.17887,-4.11389,0.0217442,0.0949863,0.0269921,-9.97815,-24.6534,5.41333,34.8125,9.58054,-1.52934,-1.56779,0.0959051,-0.0772631,0.0101975,-19.0661,-16.428,36.9379,2
ascending stairs,161.0909090909091,33.8125,-9.71824,1.8581,2.62086,2.66025,-0.44588,-1.43085,68.0726,13.0976,-4.38753,36.25,-0.648691,8.11846,-5.76526,-0.42125,0.314467,0.0328659,6.15371,-45.9285,49.022,34.8125,9.49311,3.46695,-4.26237,1.38083,0.680405,-1.8305,-23.9255,-52.4908,-18.3648,1
walking,107.0,30.6875,-6.9826,1.6038,2.0469,2.33763,1.4637,-1.78369,37.3846,-23.4691,-30.8686,35.5,0.747576,5.58701,-0.81418,0.234922,0.128704,0.353017,-3.38484,-39.7938,-13.7657,33.3125,7.88052,-0.324532,-3.67654,2.53078,-0.575354,4.56427,-42.6554,-3.87985,23.2467,4
vacuum cleaning,122.0,33.5625,-7.20894,4.56946,2.53384,1.10695,0.380165,-2.10464,50.3162,-28.7482,4.16018,35.5625,-1.25893,5.37322,-5.53507,1.03159,-0.733978,0.08446,0.918986,-15.3365,58.6675,34.4375,9.46085,2.12407,-2.51784,-0.388803,-0.221375,1.30655,-39.2186,-42.3526,-35.213,1
transient activities,150.0,30.8125,-9.43262,-1.33947,1.71223,0.0929185,-0.0318526,0.0162995,39.2175,9.70731,-6.79562,34.0625,0.998488,9.81473,0.841625,0.135214,0.0254346,-0.0726538,10.9114,-36.0862,5.91235,31.6875,9.88555,0.178316,-1.69103,0.0266571,-0.030279,-0.00608666,-25.0678,10.0537,24.9944,8
walking,115.0,31.1875,-12.405,4.51063,4.11116,0.974595,-0.732057,0.379558,50.8815,3.63255,5.15971,35.625,5.1592,12.8539,-4.3202,0.115187,0.785886,0.184565,-16.2191,-38.3172,13.4915,33.4375,13.1083,5.39365,-1.18868,0.412844,-0.911953,-1.84877,-38.6111,-1.85769,35.1725,4
ascending stairs,170.0,33.9375,-9.58181,-2.06715,0.827237,-0.0188843,0.0648344,0.0455353,32.9033,12.3872,-28.8461,37.9375,-0.399845,9.85071,-0.074407,0.0463855,0.0590442,-0.0110409,-0.155027,-26.3742,-11.2813,33.875,9.30854,-0.905641,-3.34957,-0.00424221,0.0176902,-0.0293503,-24.1633,1.01661,31.816,8
walking,98.0,32.9375,-6.65625,3.50111,2.35328,1.37896,0.513454,-1.30548,48.4784,-17.2154,-0.483197,37.8125,0.446266,5.37174,0.613736,0.303687,0.701859,0.0796198,-16.3631,-38.2965,-1.17409,32.125,5.08844,-0.832764,-4.39663,1.69501,-1.83978,5.06934,-32.3635,-22.0089,30.821,7
walking,114.0,31.0625,-12.8482,4.5436,-1.0529,1.26285,-2.4639,3.82941,12.2989,-29.9837,-32.9138,37.0,0.332826,7.442,0.450068,0.105645,-0.112339,-0.177662,-1.62984,-32.1105,-16.0438,34.625,11.0154,-0.591381,-1.28877,-0.400619,-0.402698,-1.29078,-37.6013,17.4244,20.8643,3
cycling,122.0,34.3125,-6.98919,7.91948,8.18347,-0.798445,-0.00773969,0.305416,12.158,-25.3571,-42.617,37.875,0.138983,7.62387,-6.1366,-0.0348812,-0.0676626,0.485226,-6.98934,-38.9189,16.5202,34.25,5.0851,-4.23751,-1.24978,-0.731303,-0.0687441,0.792688,-36.8598,-9.55982,28.8051,5
descending stairs,114.0,32.6875,-4.08475,2.46894,3.74234,0.80261,-0.214683,0.148348,53.37,-22.0966,-42.589,35.5625,-0.209888,5.29665,0.331047,-0.110143,0.295524,0.133239,27.8072,-40.1694,-15.3796,33.5,7.11291,10.7954,-2.51855,1.18734,0.0415293,-0.962612,-46.4753,7.05275,-1.31637,4
rope jumping,168.0,28.4375,-2.89104,-0.820865,1.80846,-0.869432,2.47223,-1.52479,21.6527,-39.5341,-9.39952,32.125,0.0680243,-1.73863,1.36569,0.993456,0.0367514,-0.266958,-19.3613,-31.2774,18.623,30.3125,7.08493,-1.54427,-2.48085,-1.04259,0.0744167,-0.874431,-38.373,0.0676661,34.0535,2
Nordic walking,123.0,34.8125,-6.44112,14.8691,5.12773,-0.048234,0.174403,0.394626,47.0869,-9.21585,-25.463,38.5,-4.93149,12.969,2.27278,0.613331,0.274948,0.0966078,14.6075,-39.7189,19.3541,34.375,15.2753,18.4288,-9.00386,-1.13816,-0.687277,-0.703009,-45.3849,11.6437,2.22794,5
Nordic walking,139.0,33.0,-15.5013,22.0981,-0.574551,-0.171505,0.873068,-2.84326,16.2349,-43.5466,-10.1006,38.375,3.73207,9.94551,-0.774278,0.175231,-0.375326,-0.179705,-6.62209,-36.5772,-15.6395,32.4375,10.3851,0.144095,-2.53466,-1.33101,0.0646296,-1.21086,-34.778,20.0844,31.4729,7
sitting,77.0,33.875,-1.44659,6.6139,7.07779,-0.014769,-0.0161251,-0.0113383,-0.787725,-21.1644,-25.0308,37.3125,0.898255,9.36933,-3.80526,-0.0163742,0.0169473,-0.0392465,-1.70956,-21.1359,6.03385,34.6875,9.4286,-2.59247,-1.44698,0.0212415,-0.0137685,-0.000431906,-14.5379,-4.36198,21.681,2
sitting,80.0,34.9375,9.06266,-0.256414,3.29419,0.163951,0.00135393,0.0525587,-19.559,7.37685,-18.0796,36.9375,0.787603,9.63132,1.45794,-0.0501627,-0.0339656,-0.00421261,3.55976,-23.4227,-5.06804,34.125,8.87046,-2.79664,-3.92117,0.074981,-0.013081,0.014683,-36.0959,3.02159,29.6442,5
ironing,79.0,33.5,-3.68794,2.92644,8.55766,0.0892173,-0.410583,-0.277571,2.91544,-29.9529,-44.4076,36.3125,-2.34658,9.76336,-2.78114,-0.0678721,0.0409232,0.051636,1.98436,-40.1401,4.46321,32.6875,9.75754,-1.1473,-1.99283,0.0349748,-0.0124085,0.0193105,-34.1293,-12.8857,38.605,7
transient activities,87.0,33.4375,-9.07168,2.33554,-2.79779,-0.209035,0.329342,0.234587,45.248,8.2648,-12.3108,36.75,1.01723,9.68858,-1.09367,0.0627017,-0.0421935,0.0762157,18.2067,-26.5721,23.1116,35.0625,9.43007,-0.186555,-3.15984,-0.0188485,-0.0148269,-0.00527377,-24.2973,-6.78139,4.73465,6
transient activities,106.0,31.125,-3.90811,-5.24202,7.15789,0.0119327,0.0219968,-0.0406761,31.2892,27.8644,-24.4748,35.75,0.720894,9.62496,0.488724,-0.00425483,0.012176,-0.00980492,16.7732,-32.7003,14.2532,31.75,9.05795,-0.402274,-4.35859,0.0483328,0.00722271,0.00141173,-29.9861,17.8866,22.1314,8
ascending stairs,134.0,33.625,-2.96831,4.43499,3.94487,-0.0243512,-0.684783,0.817589,30.0628,-50.6188,-17.566,37.75,-0.332386,5.67147,0.0178414,0.18703,0.18431,0.181853,-17.6878,-51.9336,13.6996,32.4375,2.6168,2.45956,-1.1623,1.44334,-1.11879,4.02065,-22.3649,-18.4842,41.7732,7
vacuum cleaning,135.0,33.6875,-9.07187,9.00223,0.181734,1.11094,-4.80956,-1.97966,-3.73043,-49.0124,-37.9117,35.6875,1.67428,11.1011,-3.48706,-0.247889,-0.560064,0.659548,0.700776,-57.2725,-10.1587,34.625,14.4886,1.87462,-17.7076,5.83165,-0.563446,-0.603155,-40.5808,20.7539,61.0285,1
standing,101.0,32.9375,-8.28476,3.44679,3.32974,0.0586273,0.0236546,-0.0107668,67.7099,-30.2581,9.26822,34.5625,0.433228,9.80047,-1.53055,-0.0139537,-0.0555587,0.0106502,-29.7571,-53.597,28.9768,33.25,9.27694,-3.38951,-1.36641,-0.0231149,0.0084511,0.0272306,-97.6923,-29.7119,33.1071,1
ironing,88.0,34.3125,-0.528077,-0.235326,9.92423,-0.27956,-0.093885,-0.0532376,-0.0622622,-15.1341,-74.1588,37.6875,1.0256,8.94923,-4.61472,0.389785,0.09785,0.0770558,-14.6335,-37.2301,4.71282,35.0625,9.80109,-1.45354,-1.72036,-0.0204433,-0.0115101,-0.00445912,-38.3712,10.3801,38.4958,2
walking,123.0,31.1875,-11.813,-0.00524482,0.32501,-3.93012,0.0772228,4.19457,44.5295,-26.2407,-12.4115,36.125,0.288283,5.57925,-2.17771,0.132506,0.39492,-0.199562,0.287654,-43.5033,13.0209,34.3125,9.89932,-0.765675,-2.34105,-0.56797,0.040098,-0.472545,-41.8155,8.58382,24.8891,2
sitting,82.0,34.9375,-0.168694,6.56436,6.90466,-0.0220734,0.0108314,0.000299238,2.65994,-19.7538,-30.4271,36.875,0.420927,9.48527,1.95514,0.0114465,0.00879547,-0.00415263,5.38416,-23.4887,-6.32401,34.125,9.03345,-2.57331,-3.4964,0.0320127,0.00222617,0.0107748,-35.7096,2.48525,28.937,5
