activityID,heart_rate,hand temperature (°C),hand acceleration X ±16g,hand acceleration Y ±16g,hand acceleration Z ±16g,hand gyroscope X,hand gyroscope Y,hand gyroscope Z,hand magnetometer X,hand magnetometer Y,hand magnetometer Z,chest temperature (°C),chest acceleration X ±16g,chest acceleration Y ±16g,chest acceleration Z ±16g,chest gyroscope X,chest gyroscope Y,chest gyroscope Z,chest magnetometer X,chest magnetometer Y,chest magnetometer Z,ankle temperature (°C),ankle acceleration X ±16g,ankle acceleration Y ±16g,ankle acceleration Z ±16g,ankle gyroscope X,ankle gyroscope Y,ankle gyroscope Z,ankle magnetometer X,ankle magnetometer Y,ankle magnetometer Z,PeopleId
rope jumping,131.0,28.375,-2.23964,3.29966,-16.2078,-4.19826,3.94039,6.11816,34.396,-31.0855,-4.59379,32.0,-0.372427,-1.83489,-1.93325,-0.711832,1.06658,-0.420088,-18.1166,-31.0912,18.1518,30.25,4.95782,8.94134,-1.64159,1.40026,0.741695,-0.252035,-37.1682,-6.14728,33.6061,2
ascending stairs,147.0,33.3125,-6.21445,2.91682,1.0533,-1.36717,0.90752,-0.401107,49.3251,-16.1733,-44.0603,36.75,1.28463,9.04815,-1.00931,0.0564675,0.585464,-0.254917,28.2926,-47.0475,8.35159,35.0625,10.1843,-0.991529,-2.7998,-0.569548,0.109312,-0.606603,-60.8198,-1.88441,-0.221805,6
descending stairs,116.0,32.6875,-6.80217,1.88606,8.2836,-0.586491,-0.39598,0.523769,41.2849,-24.1768,-35.4654,35.5625,0.139556,16.3605,-0.473004,-0.072868,0.0320869,0.112726,-26.9617,-42.0303,-3.05969,33.5,16.6316,-6.31495,2.54753,-1.21677,-0.406388,-1.82153,-64.8329,3.38534,16.2105,4
sitting,63.0,31.6875,-1.78401,6.42783,7.18883,0.00937615,0.0304401,-0.00617739,7.20678,-19.6202,-24.5317,34.6875,-0.270561,9.73209,-0.846098,0.0249162,-0.0130129,-0.0168232,6.84841,-26.0006,0.891664,31.375,9.21941,-1.31929,-3.7724,-0.0188745,-0.0178055,0.0183304,-5.32844,-7.06268,11.8933,7
cycling,134.0,29.4375,-5.01876,9.21406,14.636,2.66471,1.45092,-0.0793916,9.91203,-24.1209,-43.5385,35.1875,-0.15534,2.83936,-6.62975,-0.302982,-0.0896346,1.18153,-7.25045,-34.0205,27.7709,34.25,6.65661,8.34532,0.309011,-0.0360727,-0.129067,1.17443,-39.3806,-7.51717,23.9716,6
sitting,81.0,32.875,-2.63148,5.15233,8.06564,0.0378527,0.00275081,0.00249224,9.80975,-18.6428,-25.3303,35.0625,0.50344,9.68598,-1.72251,0.0318198,-0.0276416,-0.0562805,3.29342,-23.4216,3.24936,33.8125,8.76149,4.57548,0.0452751,0.0138744,-0.0334966,0.0277223,-2.28889,-5.50372,24.3834,4
transient activities,105.0,33.25,-8.69805,3.98081,3.28326,-1.15069,0.14332,0.307363,55.7091,-25.3383,10.8474,37.625,0.985443,8.61021,-4.65307,0.081553,0.659737,-0.342375,-23.4735,-42.0272,11.6817,35.0625,9.67675,-0.384566,-2.3457,0.206288,-0.129828,-0.119194,-42.5717,9.49427,58.4491,2
transient activities,121.0,29.0,7.84323,-3.72411,4.78863,-0.216044,0.0606673,0.500733,-20.7397,-0.0139275,-22.7227,32.875,-0.136431,9.56819,-2.74046,-0.0653916,0.337529,-0.217045,4.79574,-24.4855,18.631,32.0625,9.61395,-1.02337,-3.11417,0.0963468,0.0436377,-0.00363458,-18.4296,5.89599,15.5096,2
ascending stairs,164.0,33.75,-13.934,2.68051,1.78519,-2.15713,0.725115,3.6345,94.1572,-36.1602,-6.4902,36.9375,2.09982,8.57117,-4.32299,-0.139759,0.968623,-0.145465,10.0383,-58.645,44.6509,34.875,9.19553,4.44631,-3.07523,-0.200537,-0.181946,0.58506,-46.7321,-11.685,18.8955,1
descending stairs,105.0,34.875,-1.69198,8.24561,-5.78618,-0.497373,-1.05386,0.537119,19.0187,-49.8971,-5.73707,37.8125,-3.57662,8.02243,0.880728,0.181545,-1.50833,0.164086,19.1202,-44.7824,15.8891,33.9375,9.90836,1.80679,-1.19924,-0.474043,-0.252421,-0.674339,-50.3829,-20.9832,30.1891,5
transient activities,88.0,35.4375,3.34928,8.8459,-2.13336,0.536044,0.142015,0.422937,-26.2201,-25.2654,-0.545538,37.625,1.93902,9.47028,0.472574,-0.0374534,-0.0186691,-0.060452,16.409,-32.4026,-10.7088,34.375,9.54698,-0.568879,-2.92473,-0.0423605,0.0189367,0.031217,-43.2959,-0.878235,-17.4648,5
lying,75.0,34.875,1.82988,5.73909,-7.18749,0.0453671,-0.429304,-0.0514658,-12.0814,-20.8209,-19.3673,36.625,0.00604776,1.51598,9.29179,-0.0150405,-0.030412,-0.0126836,39.5391,6.22575,-28.1108,34.125,-0.382534,-9.07521,-4.44017,0.0033567,0.0114321,0.0155121,-14.1642,27.4434,-5.76499,5
lying,62.0,33.375,5.00219,-0.25634,8.19824,-0.0391069,0.0340312,0.0033325,13.9553,23.939,-40.5574,35.5,0.572782,-1.23399,9.38843,0.00357878,0.0250239,0.00229363,37.1632,17.1453,-26.9202,34.5625,-0.201294,-9.57971,-3.23891,0.018244,-0.0267545,-0.00843896,-17.213,26.9525,-5.49148,6
ironing,103.0,33.375,-9.03242,2.27085,2.70671,0.0294025,0.0142703,0.00108255,39.0365,0.0426297,0.874819,35.3125,1.15761,9.7405,1.07707,0.0112247,-0.0199785,-0.000868102,-11.8116,-27.8926,2.04161,34.0625,9.37775,1.17629,-2.62858,0.0294465,0.0044397,-0.0167821,-3.69963,-19.2547,8.9347,4
transient activities,104.0,30.75,-2.89259,-5.93281,7.17543,-0.0383478,0.00518943,-0.0117938,28.0311,30.0237,-24.7437,35.375,0.543272,9.61974,-0.366338,-0.0206847,0.00296785,-0.00325534,18.5949,-32.8954,13.2799,31.3125,9.30259,-0.143378,-3.70167,0.0226415,0.00252521,0.00760197,-31.0044,17.5499,21.7027,8
transient activities,155.0,30.8125,1.48325,-6.49881,7.12742,-0.0663553,-0.0348375,0.0400265,16.3954,16.7367,-38.2877,34.0625,-0.662794,10.2952,-1.28096,0.000480096,0.0883192,-0.0741715,14.6906,-31.2048,14.2302,31.625,6.47647,-7.62187,-1.67758,0.0581549,-0.00458736,-0.00576282,-12.0958,24.1786,13.5352,8
transient activities,135.0,33.25,-8.45157,1.35128,2.21818,-0.229717,0.405994,-1.53217,41.0186,-36.0714,-28.8311,37.6875,1.10663,8.18609,-0.506355,0.25693,-0.131995,0.284815,-4.15967,-42.089,-11.502,32.125,-1.45828,-3.01899,-1.32445,-1.81549,-0.213003,2.18908,-17.3576,-20.574,29.0283,7
ascending stairs,128.0,34.0,-12.7176,4.84024,-1.70623,0.843508,-1.01582,-3.206,41.1047,-2.20164,-34.8109,38.0,-3.49235,10.1803,-2.91941,-0.467844,0.703385,0.0162486,-19.5341,-32.1336,13.5743,33.9375,8.65604,-3.16776,-4.80863,0.547699,-0.410673,-0.0185233,-34.4582,-0.569948,-25.3767,8
vacuum cleaning,83.0,34.125,-10.4011,3.32139,4.4146,0.328884,-0.129834,0.0120403,29.3757,11.8456,-7.31358,36.625,1.54943,8.42727,-3.59679,-0.106632,-0.0391551,-0.0670236,14.5552,-18.5738,26.2839,35.125,10.3401,2.50417,-3.24438,-1.3375,0.0543893,-0.990405,-2.32509,-18.6232,-15.5981,6
running,109.0,28.9375,6.26532,4.39393,-0.997016,0.792511,-2.56781,-1.09925,13.4036,-35.9685,-4.05882,32.4375,2.44814,0.498184,-0.805551,-0.608918,-0.664368,1.32757,-13.3064,-33.3794,6.45425,31.875,24.2591,21.3078,12.8735,-1.58781,-2.134,5.58809,-29.101,22.9801,28.6521,2
lying,77.0,33.8125,6.76602,2.67113,6.17495,0.00853551,0.0140108,0.00497963,7.19059,2.45195,-44.3101,37.1875,1.44054,3.61564,8.65269,0.0210086,0.0263053,-0.0156558,30.7803,-3.25679,-27.0354,34.6875,-0.444863,-9.42063,-3.937,-0.00344582,0.0109712,0.0249428,-13.0109,23.7286,-4.39671,2
ironing,93.0,35.375,-3.19989,6.02616,3.47418,0.0213967,-0.338892,-0.302882,24.9973,-66.9718,-9.32013,37.4375,-2.84403,10.9021,-1.67094,0.254052,-0.617097,-0.0381752,-3.6231,-38.1138,-8.70072,34.4375,9.01897,1.39161,-0.819886,-0.271253,0.346589,1.45792,-43.2751,9.19909,38.4054,5
walking,122.0,33.4375,-8.66413,6.3374,3.77616,0.280789,0.00916151,-1.87088,62.1816,-20.2956,-12.781,37.25,0.610725,10.4743,-2.03289,0.268229,-0.0842851,-0.101594,-19.1603,-60.7612,-8.25833,34.8125,16.83,29.0023,1.52001,-1.5563,-1.63877,4.23003,-29.7017,47.3622,38.6956,1
transient activities,88.0,34.5625,-7.72085,3.02508,3.33961,-1.1213,0.961306,0.652516,14.0854,-52.1264,-21.4614,36.1875,-0.369984,10.1874,-0.384728,-0.241497,0.719289,0.195579,0.0866372,-35.6624,-17.2901,34.0,9.5295,0.300138,-2.39005,0.0806482,-0.347174,0.0927018,-47.2594,27.6397,24.8959,5
cycling,123.0,33.0,-2.28121,0.958195,10.3173,-0.447884,-0.0634203,0.725996,36.0297,-15.4644,-45.35,38.1875,1.75703,8.36664,-6.88412,-0.326955,0.58951,-0.321167,-11.1757,-29.2404,34.9077,32.375,7.57926,3.53522,-1.85128,0.707312,-0.495549,1.581,-38.0135,-15.5545,28.3825,7
sitting,77.0,35.0,-0.337251,7.31861,6.24531,0.0139242,-0.0153305,-0.0309923,2.67452,-22.6068,-27.5228,36.9375,0.391963,9.48746,2.26438,-0.00310856,-0.0197158,-0.047842,5.26074,-23.2256,-6.89038,34.1875,8.98053,-2.79671,-3.99722,-0.00127985,-0.000556029,0.0185385,-35.6983,2.6172,30.2134,5
transient activities,167.0,27.9375,-8.80688,3.49904,0.242756,0.358498,0.13043,-0.330122,27.128,4.0127,-23.0094,33.1875,1.53214,9.53215,-1.70337,-0.00761356,-0.327063,0.189566,-16.2296,-37.9302,13.7712,33.8125,9.37775,-0.296048,-3.66136,-0.376353,-0.0855914,0.00651327,-42.1878,-70.6754,-4.61509,6
transient activities,94.0,32.5,-9.06675,2.95371,2.66541,0.0483212,0.0376149,0.106533,42.1088,-4.60113,-17.2133,36.9375,0.314485,9.5828,-0.370362,-0.0351996,-0.0625776,0.0281919,5.32981,-41.8212,13.9433,32.0,9.51299,-1.17807,-2.68976,-0.0752574,0.00878955,-0.0351348,-23.8751,10.3256,6.41827,7
lying,74.0,34.8125,0.83048,7.3465,6.14724,0.0174028,-0.0327056,-0.0264942,-9.75516,8.08468,-32.5393,36.5625,-0.217666,1.66834,9.44212,0.0177379,-0.00698105,-0.0298175,38.913,5.21728,-28.2504,34.125,-0.526934,-9.11384,-4.24847,-0.0169647,0.0154006,0.0147081,-14.4255,27.5843,-6.04973,5
standing,109.0,32.8125,-8.05563,3.97585,3.2929,-0.0341921,-0.00212904,-0.00696221,54.1965,-47.9448,7.03351,34.375,0.676386,9.65251,-1.02229,0.0401175,-0.0124301,-0.00547097,-39.0242,-54.8109,12.2866,33.1875,9.42281,-2.85697,-1.59976,0.00201548,-0.0292711,0.00488628,-71.4613,-5.54347,62.981,1
descending stairs,153.0,31.6875,-0.854856,-8.07014,7.55955,0.412768,-1.8841,-0.512265,7.35503,0.772631,-7.52832,36.75,-2.50097,4.42857,-1.06287,0.209114,-0.808669,-0.192414,22.5551,-22.9764,-15.6645,34.4375,3.81637,-3.51873,0.044794,0.114115,1.13419,5.37035,-59.3259,-12.4698,-30.3976,3
lying,70.0,32.6875,5.00726,0.275145,8.23501,-0.0234864,-0.00365924,-0.0386245,19.2315,7.14617,-49.7837,34.625,-0.366741,2.08352,9.51551,0.014492,0.0162292,-0.0408137,40.3484,4.26183,-28.517,33.25,1.96093,-9.5577,1.72259,0.00974748,0.0249828,0.0125051,-20.7781,15.9031,-14.4266,4
ironing,81.0,34.0625,-5.84744,1.34129,7.60697,-0.461102,0.115293,0.605417,18.0214,1.75382,-44.893,36.5,-0.671549,9.57826,-1.51112,-0.0808905,0.0283438,-0.0414886,5.74475,-36.2673,-8.50501,35.0625,9.8891,-0.621273,-1.4159,0.0413901,0.0337832,-0.0424708,-32.3524,13.8167,42.6934,6
transient activities,78.0,33.4375,-9.61346,-1.76234,0.941196,0.0220072,0.012393,-0.00158143,48.7548,-8.28708,11.4042,36.1875,0.171277,9.623,-0.06332,-0.0104045,-0.000210293,0.0279892,6.6366,-39.0446,25.781,33.0,9.59778,-0.116706,-2.54112,-0.00455822,-0.0499486,0.0235808,-34.9328,37.9714,-17.6223,8
lying,72.0,34.125,6.52922,-2.1773,6.88053,-0.0288428,0.0223579,-0.00192387,-39.8859,-7.17263,-15.588,37.25,0.911589,-0.671552,9.19914,0.0148983,0.0231893,-0.0230976,35.1784,14.5125,-29.0342,33.6875,-0.988848,6.40749,-7.62964,-0.04546,0.00415741,0.00822578,-15.0749,8.56189,37.3707,8
walking,122.0,28.8125,-17.1524,2.82714,2.62169,-0.962401,-2.28995,3.10823,34.7625,13.9409,-12.7923,36.6875,-1.35967,10.68,-0.404259,-0.171732,0.34423,0.113696,15.8693,-27.9024,9.72362,34.375,9.67642,-1.28641,-3.49779,-0.185537,-0.341543,-0.672052,-35.1391,-11.0138,12.2476,3
ironing,81.0,33.875,-5.27927,-3.15123,6.39904,0.57545,-0.143009,0.0733271,3.36527,7.49308,-55.1342,36.75,-0.880921,9.38645,-2.13382,-0.260788,-0.0302321,0.304177,0.804015,-39.057,-3.02438,32.8125,9.24159,-0.869447,-3.08036,0.249903,-0.053247,-0.320022,-30.1122,2.3981,50.3735,7
transient activities,110.0,34.4375,-2.242,7.83027,2.4048,1.33174,0.034316,1.60554,16.6483,-15.0411,-31.6651,38.0,1.18255,9.51161,0.65234,-0.038936,-0.23484,-0.106899,19.0478,-20.3942,5.45685,33.5625,9.34796,0.956832,-3.63085,-0.00734718,-0.222305,-0.772083,-34.9961,-8.95861,2.28839,5
Nordic walking,129.0,34.6875,-0.284557,-0.282937,0.614095,-0.0635889,-0.186086,1.39219,28.7705,-37.1481,-18.6949,38.4375,0.292031,3.25574,-0.543808,-0.159784,0.0201555,-0.118134,8.49486,-39.497,22.8354,34.25,6.55691,-4.01148,-2.16224,-0.687072,-0.234135,-0.311581,-39.986,-17.1546,20.0094,5
transient activities,113.0,33.8125,-5.98482,1.48642,2.52409,2.02695,0.36949,-1.59997,65.0442,12.5555,-16.2787,35.9375,1.0507,4.90829,-0.806482,0.207105,-0.177871,0.590405,9.2182,-59.4272,35.4441,34.875,5.17565,-2.06438,-2.42002,1.60995,-2.00619,3.75597,-50.5894,-49.3211,-11.6764,1
lying,70.0,34.25,6.45016,-2.10184,6.76363,-0.0294646,0.0220902,-0.0111322,-39.6421,-7.3092,-14.8003,37.375,1.07484,-0.481429,9.54997,-0.00157583,-0.0172491,-0.0480028,34.6588,14.6605,-28.8976,33.75,-1.02847,6.40837,-7.70723,0.0126716,0.0362737,0.0141941,-14.9475,8.94387,38.0798,8
walking,103.6,34.4375,-5.87651,5.06382,3.82221,1.78908,0.51542,-0.834628,48.8632,-15.9973,-3.9034,38.0625,0.131801,5.22001,0.298765,0.25012,0.781339,0.31924,-16.2321,-37.5266,-2.02357,33.8125,6.37282,-0.882328,-3.95867,1.81991,1.86419,4.98151,-32.3684,-12.204,37.6176,5
Nordic walking,124.0,30.25,-6.60642,2.93575,2.81778,0.427367,0.0991233,-2.27634,28.5503,-22.8618,-25.3851,35.25,0.241063,4.29785,-2.368,-0.20956,-0.244412,0.282171,-1.18679,-32.5454,5.41349,34.0625,2.03533,-1.17086,-2.49636,1.16399,-1.29553,4.24671,-40.1069,-6.6862,15.3051,2
sitting,82.0,32.9375,-2.47653,6.39213,6.83219,-0.00616168,-0.015317,0.0121969,8.96091,-21.3264,-23.4751,35.125,0.797963,9.64504,-2.06553,-0.0267077,0.0239162,-0.0228454,2.65487,-23.914,3.38872,33.875,9.47615,1.88075,-0.625285,-0.0042355,-0.0112319,-0.000475168,-6.63143,-6.1934,22.667,4
ironing,104.0,33.5,-5.7249,2.57417,9.79842,-0.914027,0.113315,0.0412586,16.8258,0.946031,-49.2163,35.5625,-1.50328,7.66587,-6.28265,0.0728523,-0.0109785,-0.0984841,9.45692,-39.3913,11.2792,34.1875,9.68023,0.6387627499999999,0.2045442499999999,0.03101718,-0.0260865825,0.0542261,-42.821375,-1.039961,33.880225,4
transient activities,149.0,33.0625,-14.9632,2.62018,2.6167,-0.345421,2.23272,-4.35752,12.6871,-21.0291,-23.7469,36.625,-1.01032,11.9047,-2.88005,0.175296,-0.535152,-0.389494,3.94748,-27.6887,-8.98924,34.9375,8.75285,-4.25007,-2.52413,1.6983,-0.155878,-2.05571,-45.0083,-7.66129,10.9034,6
ironing,85.0,32.6875,-4.79799,5.79988,6.45302,-0.293182,0.248864,0.220862,6.87594,-16.4214,-39.1864,35.875,-1.90201,9.39147,-1.88129,-0.231694,-0.101008,0.248765,5.59395,-32.5397,-7.72204,33.5625,9.46803,-0.719316,-3.04038,0.0380256,-0.0202383,-0.0162032,-26.136,19.2711,42.699,3
walking,123.0,32.5625,-8.15514,-3.59548,0.89225,-2.56682,0.431659,1.4371,41.6286,-4.19493,-5.01017,37.1875,0.135977,5.07043,0.454211,-0.0119767,-0.084389,-0.641198,4.32712,-31.9714,3.16409,32.875,8.79963,1.99398,-4.68483,-1.85893,-1.75297,-5.82023,-30.9295,26.9152,11.7638,8
transient activities,94.0,29.8125,-6.55597,-0.213327,7.10126,-0.027857,0.000633697,-0.0318582,31.7658,-5.66886,-26.897,35.375,-0.361959,6.71229,-7.53666,-0.0206462,0.0350206,-0.00652457,0.29911,-9.28313,31.0671,34.3125,9.71614,-0.0158021,-1.03554,-0.0245923,-0.0334394,-0.0164918,-28.8364,-4.95103,24.7149,6
sitting,93.0,32.625,-8.62833,2.95621,3.32625,0.030537,-0.018934,0.00921704,7.92992,-49.2156,-23.9285,34.3125,0.854577,9.72437,-1.44522,-0.0198863,-0.00633176,-0.0259383,11.0901,-68.3995,-28.7705,33.0,9.50827,0.876734,-3.24282,0.0511641,-0.0107483,0.00203838,-85.8495,39.9959,11.1022,1
transient activities,125.0,30.625,-5.83874,-1.84757,7.42542,-0.0179861,-0.0140475,-0.0547644,58.6501,14.2354,-34.6836,34.375,-0.76083,9.54667,-0.660773,-0.0261167,0.0524789,0.0174388,29.0561,-44.519,29.9162,31.8125,9.66848,-0.91452,-2.53544,0.0360871,-0.00215462,-0.00422261,-53.7453,44.1821,23.8611,8
transient activities,95.0,35.1875,-9.32844,4.17815,3.58105,0.0917254,0.0110207,0.265005,43.9202,36.9974,-19.1752,37.6875,3.34529,8.38506,-3.40924,0.0615385,0.402807,0.188094,12.7005,-26.1333,44.2215,34.375,9.50638,2.63719,-4.9517,-0.43673,-0.768224,-1.74568,-50.6672,-28.4865,13.177,5
transient activities,107.0,33.625,-9.87314,1.70684,2.54207,-0.0702323,-0.373488,0.58388,39.317,4.99356,3.86256,35.75,1.44196,8.29617,-0.771685,0.19628,0.170405,0.0428268,-14.1826,-27.5585,12.7395,34.375,9.62169,0.0391074,-3.04351,0.230706,0.0435628,-0.0867819,-16.7455,-25.3072,6.05919,4
transient activities,136.0,33.5625,-10.0744,-0.927532,0.546601,-1.25311,-0.692915,-0.10618,34.608,13.7968,-12.0604,37.75,0.912956,10.3222,-2.10437,0.60589,0.491448,-0.217799,20.9119,-37.2247,1.75827,33.5625,4.70029,0.303762,-3.79023,0.350225,-0.6324,0.437341,-27.5493,30.3536,12.4809,8
walking,122.0,31.4375,-12.4693,-0.466791,3.28026,0.718534,0.858958,-5.05227,42.9571,-25.488,-13.0797,36.3125,-0.454515,7.03614,-4.24811,0.220021,-0.231698,0.337183,-4.92607,-43.781,13.5543,34.4375,3.01208,-1.11274,-1.05889,1.84215,-1.52065,3.2428,-37.3863,-16.0675,16.6681,2
transient activities,118.0,32.875,5.56351,7.13156,3.25534,-0.337731,-0.0296426,-0.0218419,-28.7345,-14.3546,-29.7401,36.625,0.152805,9.70284,0.594342,0.00313402,0.0728437,-0.00901834,7.82636,-32.9782,-20.6356,34.9375,10.0014,-0.404536,-0.142641,-0.0224485,0.0331231,-0.0158619,-61.0346,16.3593,26.8462,6
transient activities,79.0,33.4375,-2.67969,12.2883,4.11514,0.407387,-0.799066,0.284756,25.6031,-14.6313,-3.47087,36.75,0.654319,4.74062,-9.06068,0.0916554,0.045426,-0.0205395,13.2232,-3.8192,23.0888,35.125,9.82819,-1.10852,-2.14671,-0.655048,0.0756715,0.231798,-22.6294,-6.47414,6.15848,6
lying,72.27272727272727,34.1875,6.41505,-2.10088,6.84008,0.00418484,0.0133519,0.0140931,-41.0012,-7.23736,-15.8478,37.3125,0.995825,-0.669976,9.47171,0.0265197,0.0130972,-0.0113645,35.1923,14.5129,-29.8801,33.6875,-0.921104,6.52317,-7.89979,0.0144689,0.0140955,-0.000976157,-15.0721,8.43301,37.3708,8
cycling,128.0,28.75,-12.9261,-2.0071,4.58719,0.677293,0.018822,-0.125676,52.5546,7.38141,-7.85838,34.0625,0.54076,11.2487,-4.4761,-0.313776,0.473967,-0.357123,-6.66142,-25.1548,38.441,32.75,-0.272554,11.585,-0.553945,-0.192403,-0.112734,-0.298112,-10.0166,-38.2397,12.9058,4
vacuum cleaning,102.0,34.5,-1.34287,3.96931,8.43532,-0.07001,-0.056217,-0.15457,3.47695,-18.8821,-35.5864,38.0,-3.06782,6.5414,-6.26862,0.0144954,-0.215913,0.171821,8.49738,-27.6873,25.302,35.25,9.49683,-2.6017,-0.365718,-0.359147,-0.0377886,0.118866,-15.6232,21.645,1.66759,2
transient activities,119.0,32.0,-0.384066,6.9367,1.70438,0.171689,-0.978377,-0.658309,18.1223,-37.3553,-19.0568,36.5625,0.338209,6.43856,-3.14762,0.0547723,-0.598627,0.479793,16.8179,-28.9842,26.7749,34.625,2.11965,-2.31489,-1.94815,0.800808,-1.94345,4.00887,-34.6105,-24.2064,-1.14176,2
ascending stairs,133.0,33.8125,-13.9666,2.39866,4.17187,1.79753,0.140632,-4.50403,61.2982,-35.5622,36.0178,36.125,-0.658039,7.04255,-3.39996,0.148059,-0.420153,0.222066,-56.9057,-41.0047,34.0979,34.875,8.80606,4.05148,-0.915755,-1.91294,1.12774,-3.28835,-10.0651,-45.1546,32.7208,1
transient activities,92.0,34.4375,0.759624,9.56198,-0.712047,0.0483665,-0.0240079,-0.00408345,-58.3418,-28.8679,27.4938,36.0,1.35829,5.45752,-8.50816,0.00239875,-0.00297279,0.00729119,-17.6615,-29.6329,22.5974,33.875,9.09733,-3.41785,-2.41,0.024328,-0.00120087,0.0422319,-32.8173,30.193,43.5238,5
sitting,75.0,33.875,-1.23135,6.87437,6.69526,-0.0416614,0.0258481,0.0113909,-0.969501,-22.1629,-22.7249,37.3125,1.17132,9.14413,-3.56725,0.00439345,-0.0137563,0.01275,-3.20553,-20.5259,5.8894,34.6875,9.4266,-2.55386,-1.52442,0.00696851,-0.00970009,0.0263518,-14.3184,-4.03877,21.6827,2
transient activities,123.0,32.0625,2.23585,9.31541,2.69779,0.106156,1.09018,0.178869,-32.8069,-47.027,-18.8092,36.6875,1.11889,9.64772,-1.51763,-0.0404875,-0.0960619,-0.01241,-18.6814,-55.5491,-5.66989,34.0,9.70771,0.0520202,-0.0327178,0.0230728,-0.0358304,-0.00536041,-42.5392,-0.976407,15.5097,1
transient activities,138.0,30.875,-3.18967,-7.74946,-1.0207,-1.48085,0.76983,-2.62805,9.50324,26.1983,12.7181,34.0625,-0.268145,9.92955,0.508537,-0.00513307,-0.0304576,-0.0791151,16.9664,-35.2769,4.96285,31.6875,9.14039,-0.214833,-4.12737,-0.0363829,0.0209621,0.0139214,-21.1745,4.86074,32.5312,8
ascending stairs,110.0,34.25,-10.5605,9.48389,1.81277,-1.55902,1.2806,0.0538049,30.5828,-28.1594,5.0869,38.125,1.37847,11.2108,-9.64941,0.0402922,0.975228,-0.0622913,-14.6604,-24.3476,25.6906,35.375,5.93508,2.55622,-1.59194,-0.46202,0.569008,-0.361749,-25.7888,5.04503,32.8897,2
transient activities,106.0,34.4375,-9.63547,3.2606,2.54039,-0.615442,0.24189,0.174648,32.9098,-19.8734,-21.6951,38.0625,1.99627,9.49462,-1.46251,0.280083,-0.0772386,0.225033,5.91461,-31.89,-7.25965,33.75,9.67713,1.59269,-2.70527,0.12967,-0.469474,0.138948,-29.2115,17.9453,11.4966,5
transient activities,81.0,34.0,-4.09719,5.87554,7.04058,-0.11348,-0.108617,-0.146802,5.82605,-35.8044,-26.268,37.0625,1.06678,9.69105,-0.705574,-0.0871213,-0.154825,-0.0624486,-16.3663,-29.7847,-1.08143,32.9375,8.98679,-0.326827,-4.24402,0.0670015,0.0107081,-0.0615255,-16.878,-30.4732,41.9482,7
Nordic walking,139.0,32.5625,2.09243,0.114333,0.455923,-1.68472,-0.231076,0.714457,-23.0322,-14.7929,-56.3013,37.0,0.363817,11.0817,-1.41981,0.0593594,0.171399,-0.115058,35.3566,-48.5112,4.96578,34.3125,11.7309,-0.157505,-3.83104,-0.565407,0.752738,-1.59784,-62.2372,9.01189,-20.1185,1
transient activities,135.0,30.375,0.596387,4.9128,5.34371,-1.06375,-0.182328,-0.0596497,14.3072,-63.0938,-65.1191,33.9375,-0.326805,9.64409,-2.74416,0.166317,0.139385,-0.277061,-2.43629,-72.8126,50.9391,33.1875,9.88378,-0.592383,-0.29704,-0.0685106,0.0257234,0.0453911,-42.7239,-32.3711,-21.3384,1
Nordic walking,113.0,30.25,-6.7401,11.5004,1.55529,-0.0598659,0.00309356,1.84623,22.2107,-32.9577,-28.6806,35.6875,0.73383,7.15563,-2.71685,-0.444231,1.17271,-0.0658388,8.65675,-38.4353,-11.2925,34.5,12.1107,6.41704,-4.87127,1.48157,-1.65413,-2.86043,-39.4525,20.3578,1.52954,6
running,154.72727272727272,33.8125,-9.45343,19.121,15.4214,0.149424,-0.513292,-5.1391,24.442,-39.7802,-31.7934,36.5,-2.96104,27.61,-3.31493,2.49912,-1.56326,-0.531105,-1.71281,-46.6013,23.7918,34.125,6.68378,-0.365919,-2.33792,-1.88534,0.174734,0.565853,-1.49697,-39.5469,19.3197,5
ironing,86.0,32.6875,-6.33845,5.69069,5.62208,0.0198456,-0.0477797,-0.0887831,4.65481,-26.7753,-36.3793,35.875,-1.63242,9.57943,-1.79958,0.0194143,0.0334885,-0.0421477,3.41139,-32.1493,-5.79338,33.5625,9.86505,-0.168625,-1.03306,0.0076078,0.0351548,0.0425289,-33.5086,14.7432,37.6361,3
Nordic walking,138.0,33.0,-1.48044,4.02888,2.27508,-0.0757955,-0.24451,4.43339,-6.70875,-44.9302,-13.3265,38.375,0.677501,2.7287,-0.341507,0.448584,0.650629,0.38613,-7.20787,-39.0046,-16.8989,32.4375,11.5193,0.856137,-2.25732,2.63706,-2.80846,5.16908,-39.2178,-3.63154,34.6051,7
walking,111.0,34.4375,-9.65121,1.40091,2.46946,-0.893054,0.73768,-1.60366,35.1673,-31.5338,-20.0542,38.0625,1.96189,9.60848,-1.34734,-0.0633196,-0.256904,-0.00826411,-5.0726,-37.796,-14.7758,33.8125,3.66101,-9.24743,-0.384322,-2.13061,-0.0182888,0.683133,-35.8089,-17.0798,28.6757,5
sitting,87.0,32.375,1.10363,8.13216,5.14801,0.0303381,-0.00473136,0.00883734,-38.49,-13.6747,-48.1269,34.0625,0.881458,9.66396,0.762553,0.00679124,-0.00327548,-0.0141572,12.0695,-61.4893,-42.5976,32.8125,8.43113,2.67914,-4.61568,0.0293812,0.054882,-0.0115828,-79.9671,23.0962,30.4309,1
